Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
"no creo que ha sydo syn mysteryo.""",1400,c1492,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"no creo que ha de llegar á efecto, porque de ambas partes debe haber poca voluntad y mucha fiction, ",1500,1579,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
no creo que ha sido muy lejos de su presencia. Mas no había de ser esto parte para que él tuviese tan en ,1500,1559,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"si no creo que ha de robar a este hombre! Pero saque y pele, que yo con quatro manos a la partición. [Ap.]",1500,1554,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"no creo que ha de faltar tras tempestad bonanza.  Viviendo vos, no temo la fortuna; mis trabajos con vos ",1500,c1550-a1606 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
no creo que ha sido tan poco el fruto que de ello redunda y redundará que no sea más de mil por ciento de ganancia,1500,1519-1526 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"no creo que ha salido hoy de Tomar porque dicen lo ha diferido hasta 24 de este. Viene por Guadalupe, de ",1600,1613-1626 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"no creo que ha quedado más familia principal católica que ésta, creo que por eso la tiene entre ojo",1800,1832,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
no creo que ha explicado usted todavía lo de la ley del progreso.,1800,1876-1880 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
", no creo que se ha dado nunca con extremos más singulares. Todas las tendencias de estilo estimadas por los ",1900,c1966 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
", no creo que se ha metido usted en un buen negocio.",1900,1951,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"y no creo que ha pasado por el banco azul, ni por los ministerios, un Ministro que no se haya propuesto reducir ",1900,1931,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
non creo que ha home que las pudiese contar; ca él iba vestido de una arfolla que en esse tiempo dezian ,1900,1905,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,ha,finite,ind,ind,That
"no creo que había por entonces ningún cuadro en el Louvre; de Brueghel había uno, y de Patinar, nin",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,había,finite,ind,ind,That
Yo no creo que había leído nada de Catulo. Después leí una novela suya. Me pareció deliberadamente ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,había,finite,ind,ind,That
no creo que habíe enfermedad en el cuerpo de un hombre que no sintiese respecto que seríe largo contarlo,1600,c1607,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habíe,finite,ind,ind,That
"no creo que habrá hombre alguno tan falto de juicio, que tal cobdicia tenga desque me acabe de oír. Así ",1500,1535-1557 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habra,finite,ind,ind,That
"yo no creo que habrá filósofo en el mundo que tal ose afirmar. Porque, según la opinión de Aristóteles, ",1500,1575-1588 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habra,finite,ind,ind,That
"No creo que habrá quien nos arguya sobre si, según los capítulos de paces, se pueda prohibir la entrada ",1700,1740-1746 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habra,finite,ind,ind,That
"no creo que habrá nadie entre vosotros que sea del contrario, si no es enemigo de los dioses y su patria",1500,1560,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habrá,finite,ind,ind,That
No creo que habrá alguno que afirme haber sciençia más convenible a nuestro ser si no fuese tan loco ,1500,c1540,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habrá,finite,ind,ind,That
no creo que se habrá visto jamás.,1600,1613,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habrá,finite,ind,ind,That
"no creo que habrá quien se persuada, que los mudos forasteros sean buenos instrumentos para dicho",1700,1769,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habrá,finite,ind,ind,That
"no creo que habréis menester el caduceo de Mercurio para ir allá, ni aun creo que después de allá os ",1500,1589,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habreis,finite,ind,ind,That
no creo que habría cosa en la vida que mayor contento le diese.,1500,1559,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habria,finite,ind,ind,That
no creo que habría llegado,1900,1956,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habria,finite,ind,ind,That
modo no creo que habría firmado aquella,1900,1920,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habría,finite,ind,ind,That
"e no creo que harían provecho a quien los comiese, aunque en la Tierra Firme los comen en muchas partes ",1500,1535-1557 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,habrian,finite,ind,ind,That
No creo que hace una hora todavía,1800,1885-1888 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hace,finite,ind,ind,That
no creo que hai en Italia çibdad que tenga a una mano tantas y tan buenas casas. La rribera de Gén,1500,1557-1558 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hai,finite,ind,ind,That
"no creo que hallarán dificultad los que entiendan algo de matemáticas y especialmente de música), dig",1700,1737-a1754 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallaran,finite,ind,ind,That
"no creo que hallarán dificultad los que entiendan algo de matemáticas y especialmente de música, digo ",1700,1737-1789 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallarán,finite,ind,ind,That
"No creo que hallaré más resistencia que en lo pasado, sino en el castillo que me dizen que se ha fortificado ",1500,1497-1512 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallaré,finite,ind,ind,That
no creo que hallaremos criatura de doce años arriba en el pueblo.,1500,c1550,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallaremos,finite,ind,ind,That
No creo que hallaremos muy escondido un exemplo en que hallemos estas dos cosas juntas. El evangelista ,1600,c1603-c1607 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallaremos,finite,ind,ind,That
"No creo que hallaríades hombre cuerdo en las Alpujarras, que supiese determinar, cuánta fue la claridad ",1500,1589,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hallariades,finite,ind,ind,That
no creo que hará por nosotros,1500,1576,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hara,finite,ind,ind,That
no creo que harán un gran sacrificio los enemigos de Recaredo en conceder la superioridad y el triunfo ,1800,1855-1875 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,harán,finite,ind,ind,That
no creo que haremos negocio,1800,1883-1889 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,haremos,finite,ind,ind,That
"Yo no creo que has aprendido esa retórica en las escuelas de Athenas, con que agora de nuevo me ",1500,c1553-a1584 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,has,finite,ind,ind,That
"no creo que se havrá tan presto arrepentido. Y pues que ansí es, señora, que tú desseas que muera, no ",1500,1555,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,havra,finite,ind,ind,That
no creo que havría yerro en seguir a cada una dellas. Pero dexando por agora lo de los theólogos y christianos,1500,1569,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,havria,finite,ind,ind,That
no creo que hay de dozientos arriba,1300,1300-1305 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"No creo que hay mujer en España que más deba servir y honrar a su marido que la vuestra a vos, según ",1500,1589,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"No creo que hay caballero en el mundo tan inconsiderado como yo, que, así, tan ligeramente, y sin más pensar ",1500,1566,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay cosa sobre tal caso, mas que podría hazer y podríase hazer todo lo que hauéys di",1500,1566,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay más bien, ni aun yo lo siento, y si con atención se mira y siente, deléytame el dolor mezcladamente",1500,1560,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"No creo que hay hombre en el mundo más medroso y acobardado que yo para caminar de día solo, cuanto ",1500,1559,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay amor como el mío ni ingratitud como la suya. Sucedió, pues, que, sirviéndola desde mi niñez lo ",1500,1559,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay hoy en el mundo hombre más rico que yo, pues tan gran joya como a ti poseo. Pero una ",1500,c1553-a1584 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay en el mundo su igual, y a quien con mejor voluntad desee ni deba yo servir por su gran valor",1500,c1553-a1584 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay ninguno tan necio que de veras las quiera bien, que a mi parecer serían los amores más necios ",1500,c1550,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay tal dispensacion.» Y la bendita Señora, visto que las cosas iban de véras, despachó luégo ",1500,1549-1554 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
yo no creo que hay culebra alguna sin ponzoña en algún tiempo del año. Otras culebras hay muy mayores ,1500,1535-1557 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay tantos por los perros en gran número que se han hecho monteses, que los destruy",1500,1527-1550 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
no creo que hay necesidad de declararlo,1500,c1527-1561 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
no creo que hay otro soberano en el cielo aunque entre nosotros mora.,1500,c1499-1502 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo Que hay otro que esta clava de mi mano, Que si allá sube y como aquí la afierra, Con todo vuestro ",1600,1624,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
No creo que hay quien ,1600,c1618-1622 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"No creo que hay otra, ",1600,1613-1626 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
"no creo que hay tan bárbaros salvajes  ni en esta tierra estraño peregrino que no sepa, Jafer, de los linajes ",1600,1604,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
", no creo que hay * gran mérito en lo que se ha hecho hasta ahora, exceptuando un grupo de la Virgen al pie de ",1700,1793-1797 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
No creo que hay otras palabras mas propias que dirigir á los que el Señor ha concedido riquezas temporales,1800,1855,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
NO Creo que hay que disimular las faltas ajenas ,1900,1969,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
yo no creo que hay que seguir la verdad sólo por su prestigio de ser verdad; creo que en las artes la verdad ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
". No creo que hay posibilidad de mejora en su sentido psicológico. Si la hubiera, ¿adónde llegaría un autor ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
— No creo que hay que preocuparse por eso ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
No creo que hay que huir de nada.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
.  No creo que hay para qué seguir discutiendo; las Vidas de Santos y la cuaderna vía nos da,1900,1924-1957 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,hay,finite,ind,ind,That
