Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
no creo que el pobre esté ahora para nada,1900,1968,1968,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,esté,subj,subj,unambiguous
"No creo que ni uno ni otro intenten escapar, pero conviene estar avisados de todas formas.",1900,1968,1968,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,intenten,subj,subj,unambiguous
No creo que nos hayamos despistado mucho ,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,hayamos,subj,subj,unambiguous
... No creo que a ese le moleste nadie,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,moleste,subj,subj,unambiguous
"Yo no creo que pueda llegar a pensar, el ordenador no tiene vista, ni oído, y nosotros porque vemos, oimos ",1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,pueda,subj,subj,unambiguous
Yo no creo que piense como el hombre,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,piense,subj,subj,unambiguous
No creo que durante ninguna guerra se hayan preocupado de hacer una movilización tan cabal y completa de los artistas,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,hayan,subj,subj,unambiguous
No creo que se pueda llamar baile propiamente ,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,pueda,subj,subj,unambiguous
No creo que tengamos tiempo de acabar con ella de aquí a Guadalajara.,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,tengamos,subj,subj,unambiguous
No creo que el toro se venza por el lado derecho,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,venza,subj,subj,unambiguous
yo no creo que exista tal frontera,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,exista,subj,subj,unambiguous
yo no creo que haya departamentos estancos en la «comunicación,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
no creo que sea grave: ,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
no creo que sea grave: pero vas ,1900,1970,1970,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
No creo que aguantes... ,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,aguantes,subj,subj,unambiguous
Yo no creo que vuelva.,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,vuelva,subj,subj,unambiguous
no creo que pueda hacérmela,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,pueda,subj,subj,unambiguous
Porque no creo que esperen una cátedra magistral acerca de lo que tengo por poesía...,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,esperen,subj,subj,unambiguous
No creo que le dé a nadie la impresión de titubear en nada,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,dé,subj,subj,unambiguous
que no creo que sean mayoría,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sean,subj,subj,unambiguous
no creo que te puedas comparar a tu ex vecino don Ramón * (sigue siendo vecino: a flor de tierra) entre otras ,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,puedas,subj,subj,unambiguous
"No creo que tenga repercusiones graves, si gana Falange se hará por provincias. Si gana el Opus, se representará en el extranjero",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,tenga,subj,subj,unambiguous
No creo que nadie haya creído nunca eso,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
"No creo que le llamen a juicio, tendría él más que reclamar que defender; si juez hubiera.",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,llamen,subj,subj,unambiguous
"no creo que haya gran cosa que añadir a la lista que haces. Y de la poesía social digamos, de Celaya, de novelistas de esa escuela, ",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
no creo que esto sea muy exclusivo de España,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
yo no creo que estén convencidas,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,estén,subj,subj,unambiguous
"No creo que exista más que el de unas minorías representativas, a lo sumo, de sí mismas. Si quieres, es una estabilidad estéril y crónica",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,exista,subj,subj,unambiguous
no creo que entienda mucho de toros,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,entienda,subj,subj,unambiguous
"No creo que lo logren. Harán la lucha, como decimos en México. A ver si, por lo menos, queda algo del ",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,logren,subj,subj,unambiguous
"yo no creo que García Hortelano llegue a alcanzar de una manera tan profunda la realidad como la llegó a alcanzar, por ejemplo, Martín Santos. En el caso de García Hortelano, en aquellos momentos",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,llegue,subj,subj,unambiguous
No creo que nada de eso sea muy nuevo,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
no creo que estuviese en los secretos ,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,estuviese,subj,subj,unambiguous
"No creo que el que me pongan sea mejor, pero la suerte está echada.",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
No creo que tenga importancia,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,tenga,subj,subj,unambiguous
No creo que hable usted en serio,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,hable,subj,subj,unambiguous
"Yo no creo que pueda llegar a pensar, el ordenador no tiene vista, ni oido, y nosotros porque vemos, oimos y otras muchas ",1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,pueda,subj,subj,unambiguous
no creo que acuda nadie,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,acuda,subj,subj,unambiguous
no creo que eso esté legalmente reconocido,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,esté,subj,subj,unambiguous
"Yo no creo que fuese verdad aquel chisme de que lo hizo aposta el dueño para sacar el seguro, o qué sé yo... ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,fuese,subj,subj,unambiguous
no creo que me haya influido en los sueños esa obstinación ,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
no creo que esperen llevarse el armario grande,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,esperen,subj,subj,unambiguous
No creo que vuelva hasta el otoño,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,vuelva,subj,subj,unambiguous
"No creo que nadie vaya con tan mala intención, digo ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,vaya,subj,subj,unambiguous
no creo que sea para tanto,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sea,subj,subj,unambiguous
No creo que a ti y a mí nos sucedan las mismas experiencias.,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,sucedan,subj,subj,unambiguous
no creo que fuese justo reprochárselo,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,fuese,subj,subj,unambiguous
no creo que el chichisveo y el cortejo se diferenciasen esencialmente en nada,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,diferenciasen,subj,subj,unambiguous
"y no creo que hubiese sido ajena a su suerte su condición de autor de aquel librito donde, de buena fe, había tenido la ocurrencia de ridiculizar el cortejo, y que no había dejado de circular, incluso por ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,hubiese,subj,subj,unambiguous
"no creo que supiese a ciencia cierta a cuánto ascendía su capital de fe, pero la caridad y la simpatía por todo ser vivo rebosaban de ella.",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,supiese,subj,subj,unambiguous
No creo que te niegue ese favor,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,niegue,subj,subj,unambiguous
"no creo que nadie esperase que surgiera de ellas el cuerpo astral de don Carmelo Taboada, sino precisamente el de Coralina Soto en su más íntegra materialización. ""¡No me digas que Carmelo se pasó tres años en este antro",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,esperase,subj,subj,unambiguous
"no creo que lo suelte."" ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,suelte,subj,subj,unambiguous
"pero no creo que ninguno de nosotros se atreva a llevar su nombre, porque era casto. De modo que el título ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,atreva,subj,subj,unambiguous
no creo que haya dificultades,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
No creo que me levanten una estatua,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,levanten,subj,subj,unambiguous
Pero no creo que Dorotea se lo haya tragado.» ,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
"No creo que haya habido en el mundo, fíjese bien lo que le digo, en el mundo, periódico que haya mentido más que ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
"No creo que se dejen engañar."" ""Les hablaré."" El sargento le da una palmada en la espalda. ""Yo soy de Sarria y ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,dejen,subj,subj,unambiguous
«¡No creo que se lo permita! ,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,permita,subj,subj,unambiguous
"No creo que jamás se haya redactado telegrama político más conciso y enérgico que el que enviamos, ipso facto, a Castelar",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
No creo que se haya presentado nunca un caso como éste —continué—. Y hasta me atrevería a asegurar que todo ,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
"No creo que nadie, ni el propio Job, se haya encarado a Dios con más razón y vehemencia. Fue como",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,haya,subj,subj,unambiguous
no creo que estos caballeros cometan el error de defenderla a usted... y al Cuerpo Santo.» El Lieutenant de ,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,cometan,subj,subj,unambiguous
"No creo que te descubran nunca, pero, si alguna vez apareciese tu cuerpo, se reirían al verlo, con el remangue ",1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,decsubran,subj,subj,unambiguous
No creo que se trate de una restauración de aquel sistema,1900,1973,1973,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,trate,subj,subj,unambiguous
No creo que pueda terminar,1900,1975,1975,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,pueda,subj,subj,unambiguous
No creo que importe mi opinión al respecto,1900,1975,1975,noninterrogative,declarative,non-factive,creer (believe),creo,finite,ind,1st present,importe,subj,subj,unambiguous
